,img,label
51,"[0.4786697, 0.5060693, 0.4028697, 0.5643617, 0.4071869, 0.431678, 0.4312375, 0.6272294, 0.4440111, 0.3477286, 0.7514287, 0.78514, 0.7591328, 0.1993872]",1
52,"[0.4786698, 0.5060694, 0.4028698, 0.5643617, 0.407187, 0.4316781, 0.4312376, 0.6272295, 0.4440112, 0.3477287, 0.7514288, 0.7851401, 0.7591329, 0.1993873]",1
53,"[0.4786699, 0.5060695, 0.4028699, 0.5643619, 0.4071871, 0.4316782, 0.4312377, 0.6272296, 0.4440113, 0.3477288, 0.7514289, 0.7851402, 0.759133, 0.1993874]",1
54,"[0.47867, 0.5060696, 0.40287, 0.564362, 0.4071872, 0.4316783, 0.4312378, 0.6272297, 0.4440114, 0.3477289, 0.751429, 0.7851403, 0.7591331, 0.1993875]",1
55,"[0.4739063, 0.5116545, 0.4233597, 0.5604938, 0.4247984, 0.4607889, 0.4658436, 0.6207067, 0.4729543, 0.4075606, 0.7165904, 0.7478282, 0.7219178, 0.2764945]",1
56,"[0.4739064, 0.5116546, 0.4233598, 0.5604939, 0.4247985, 0.460789, 0.4658437, 0.6207068, 0.4729544, 0.4075607, 0.7165905, 0.7478283, 0.7219179, 0.2764946]",1
57,"[0.4739065, 0.5116547, 0.4233599, 0.560494, 0.4247986, 0.4607891, 0.4658438, 0.6207069, 0.4729545, 0.4075608, 0.7165906, 0.7478284, 0.721918, 0.2764947]",1
58,"[0.4739066, 0.5116548, 0.42336, 0.5604941, 0.4247987, 0.4607892, 0.4658439, 0.620707, 0.4729546, 0.4075609, 0.7165907, 0.7478285, 0.7219181, 0.2764948]",1
59,"[0.4739067, 0.5116549, 0.4233601, 0.5604942, 0.4247988, 0.4607893, 0.465844, 0.6207071, 0.4729547, 0.407561, 0.7165908, 0.7478286, 0.7219182, 0.2764949]",1
60,"[0.4739068, 0.511655, 0.4233602, 0.5604943, 0.4247989, 0.4607894, 0.4658441, 0.6207072, 0.4729548, 0.4075611, 0.7165909, 0.7478287, 0.7219183, 0.276495]",1
61,"[0.4739069, 0.5116551, 0.4233603, 0.5604944, 0.424799, 0.4607895, 0.4658442, 0.6207073, 0.4729549, 0.4075612, 0.716591, 0.7478288, 0.7219184, 0.2764951]",1
62,"[0.473907, 0.5116552, 0.4233604, 0.5604945, 0.4247991, 0.4607896, 0.4658443, 0.6207074, 0.472955, 0.4075613, 0.7165911, 0.7478289, 0.7219185, 0.2764952]",1
63,"[0.4739071, 0.5116553, 0.4233605, 0.5604946, 0.4247992, 0.4607897, 0.4658444, 0.6207075, 0.4729551, 0.4075614, 0.7165912, 0.747829, 0.7219186, 0.2764953]",1
64,"[0.4739072, 0.5116554, 0.4233606, 0.5604947, 0.4247993, 0.4607898, 0.4658445, 0.6207076, 0.4729552, 0.4075615, 0.7165913, 0.7478291, 0.7219187, 0.2764954]",1
65,"[0.4739073, 0.5116555, 0.4233607, 0.5604948, 0.4247994, 0.4607899, 0.4658446, 0.6207077, 0.4729553, 0.4075616, 0.7165914, 0.7478292, 0.7219188, 0.2764955]",1
66,"[0.4662205, 0.5248128, 0.4162879, 0.575509, 0.4154006, 0.47471, 0.4567377, 0.631067, 0.4630935, 0.4178397, 0.7055638, 0.755692, 0.7058334, 0.2921394]",1
67,"[0.4662206, 0.5248129, 0.416288, 0.5755091, 0.4154007, 0.4747101, 0.4567378, 0.6310671, 0.4630936, 0.4178398, 0.7055639, 0.7556921, 0.7058335, 0.2921395]",1
68,"[0.4662207, 0.524813, 0.4162881, 0.5755092, 0.4154008, 0.4747102, 0.4567379, 0.6310672, 0.4630937, 0.4178399, 0.705564, 0.7556922, 0.7058336, 0.2921396]",1
69,"[0.4662208, 0.5248131, 0.4162882, 0.5755093, 0.4154009, 0.4747103, 0.456738, 0.6310673, 0.4630938, 0.41784, 0.7055641, 0.7556923, 0.7058337, 0.2921397]",1
70,"[0.4662209, 0.5248132, 0.4162883, 0.5755094, 0.415401, 0.4747104, 0.4567381, 0.6310674, 0.4630939, 0.4178401, 0.7055642, 0.7556924, 0.7058338, 0.2921398]",1
71,"[0.466221, 0.5248133, 0.4162884, 0.5755095, 0.4154011, 0.4747105, 0.4567382, 0.6310675, 0.463094, 0.4178402, 0.7055643, 0.7556925, 0.7058339, 0.2921399]",1
72,"[0.4662211, 0.5248134, 0.4162885, 0.5755096, 0.4154012, 0.4747106, 0.4567383, 0.6310676, 0.4630941, 0.4178403, 0.7055644, 0.7556926, 0.705834, 0.29214]",1
73,"[0.4662212, 0.5248135, 0.4162886, 0.5755097, 0.4154013, 0.4747107, 0.4567384, 0.6310677, 0.4630942, 0.4178404, 0.7055645, 0.7556927, 0.7058341, 0.2921401]",1
74,"[0.4662213, 0.5248136, 0.4162887, 0.5755098, 0.4154014, 0.4747108, 0.4567385, 0.6310678, 0.4630943, 0.4178405, 0.7055646, 0.7556928, 0.7058342, 0.2921402]",1
75,"[0.4662214, 0.5248137, 0.4162888, 0.5755099, 0.4154015, 0.4747109, 0.4567386, 0.6310679, 0.4630944, 0.4178406, 0.7055647, 0.7556929, 0.7058343, 0.2921403]",1
76,"[0.4662215, 0.5248138, 0.4162889, 0.57551, 0.4154016, 0.474711, 0.4567387, 0.631068, 0.4630945, 0.4178407, 0.7055648, 0.755693, 0.7058344, 0.2921404]",1
77,"[0.4471515, 0.5101969, 0.4089431, 0.5487227, 0.4098372, 0.4718371, 0.4383734, 0.5957072, 0.4395203, 0.4274598, 0.6236936, 0.6803506, 0.6359853, 0.3300903]",1
78,"[0.4471516, 0.510197, 0.4089432, 0.5487228, 0.4098373, 0.4718372, 0.4383735, 0.5957073, 0.4395204, 0.4274599, 0.6236937, 0.6803507, 0.6359854, 0.3300904]",1
79,"[0.4471517, 0.5101971, 0.4089433, 0.5487229, 0.4098374, 0.4718373, 0.4383736, 0.5957074, 0.4395205, 0.42746, 0.6236938, 0.6803508, 0.6359855, 0.3300905]",1
80,"[0.4471518, 0.5101972, 0.4089434, 0.548723, 0.4098375, 0.4718374, 0.4383737, 0.5957075, 0.4395206, 0.4274601, 0.6236939, 0.6803509, 0.6359856, 0.3300906]",1
81,"[0.4471519, 0.5101973, 0.4089435, 0.5487231, 0.4098376, 0.4718375, 0.4383738, 0.5957076, 0.4395207, 0.4274602, 0.623694, 0.680351, 0.6359857, 0.3300907]",1
82,"[0.447152, 0.5101974, 0.4089436, 0.5487232, 0.4098377, 0.4718376, 0.4383739, 0.5957077, 0.4395208, 0.4274603, 0.6236941, 0.6803511, 0.6359858, 0.3300908]",1
83,"[0.4471521, 0.5101975, 0.4089437, 0.5487233, 0.4098378, 0.4718377, 0.438374, 0.5957077, 0.4395209, 0.4274604, 0.6236942, 0.6803512, 0.6359859, 0.3300909]",1
84,"[0.4471522, 0.5101976, 0.4089438, 0.5487234, 0.4098379, 0.4718378, 0.4383741, 0.5957079, 0.439521, 0.4274605, 0.6236943, 0.6803513, 0.635986, 0.330091]",1
85,"[0.4471523, 0.5101977, 0.408944, 0.5487235, 0.409838, 0.4718379, 0.4383742, 0.5957079, 0.4395211, 0.4274606, 0.6236944, 0.6803514, 0.6359861, 0.3300911]",1
86,"[0.4471524, 0.5101978, 0.4089441, 0.5487236, 0.4098381, 0.471838, 0.4383743, 0.5957081, 0.4395212, 0.4274607, 0.6236945, 0.6803515, 0.6359862, 0.3300913]",1
87,"[0.4471525, 0.5101979, 0.4089442, 0.5487237, 0.4098382, 0.4718381, 0.4383744, 0.5957081, 0.4395213, 0.4274608, 0.6236946, 0.6803516, 0.6359863, 0.3300914]",1
88,"[0.4357232, 0.502038, 0.4006977, 0.5397799, 0.4012844, 0.4641178, 0.4343341, 0.5895927, 0.4410065, 0.4237788, 0.6233899, 0.6774451, 0.635465, 0.3264696]",1
89,"[0.4357233, 0.5020381, 0.4006978, 0.53978, 0.4012845, 0.4641179, 0.4343342, 0.5895928, 0.4410066, 0.4237789, 0.62339, 0.6774452, 0.6354651, 0.3264697]",1
90,"[0.4357234, 0.5020382, 0.4006979, 0.5397801, 0.4012846, 0.464118, 0.4343343, 0.5895929, 0.4410067, 0.423779, 0.6233901, 0.6774453, 0.6354652, 0.3264698]",1
91,"[0.4357235, 0.5020383, 0.400698, 0.5397802, 0.4012847, 0.4641181, 0.4343344, 0.589593, 0.4410068, 0.4237791, 0.6233902, 0.6774454, 0.6354653, 0.3264699]",1
92,"[0.4357236, 0.5020384, 0.4006981, 0.5397803, 0.4012848, 0.4641182, 0.4343345, 0.5895931, 0.4410069, 0.4237792, 0.6233903, 0.6774455, 0.6354654, 0.32647]",1
93,"[0.4357237, 0.5020385, 0.4006982, 0.5397804, 0.4012849, 0.4641183, 0.4343346, 0.5895932, 0.441007, 0.4237793, 0.6233904, 0.6774456, 0.6354655, 0.3264701]",1
94,"[0.4357238, 0.5020386, 0.4006983, 0.5397805, 0.401285, 0.4641184, 0.4343347, 0.5895933, 0.4410071, 0.4237794, 0.6233905, 0.6774457, 0.6354656, 0.3264702]",1
95,"[0.4357239, 0.5020387, 0.4006984, 0.5397806, 0.4012851, 0.4641185, 0.4343348, 0.5895934, 0.4410072, 0.4237795, 0.6233906, 0.6774458, 0.6354657, 0.3264703]",1
96,"[0.435724, 0.5020388, 0.4006985, 0.5397807, 0.4012852, 0.4641186, 0.4343349, 0.5895935, 0.4410073, 0.4237796, 0.6233907, 0.6774459, 0.6354658, 0.3264704]",1
97,"[0.4357241, 0.5020389, 0.4006986, 0.5397808, 0.4012853, 0.4641187, 0.434335, 0.5895936, 0.4410074, 0.4237797, 0.6233908, 0.677446, 0.6354659, 0.3264705]",1
98,"[0.4357242, 0.502039, 0.4006987, 0.5397809, 0.4012854, 0.4641188, 0.4343351, 0.5895937, 0.4410075, 0.4237798, 0.6233909, 0.6774461, 0.635466, 0.3264706]",1
99,"[0.4381641, 0.504063, 0.4029648, 0.5410446, 0.4026265, 0.4634184, 0.4352138, 0.5907876, 0.4400563, 0.4209403, 0.6234928, 0.6788217, 0.6384483, 0.3261814]",1
100,"[0.4381642, 0.5040631, 0.4029649, 0.5410447, 0.4026266, 0.4634185, 0.4352139, 0.5907877, 0.4400564, 0.4209404, 0.6234929, 0.6788218, 0.6384484, 0.3261815]",1
101,"[0.4381643, 0.5040632, 0.402965, 0.5410448, 0.4026267, 0.4634186, 0.435214, 0.5907878, 0.4400565, 0.4209405, 0.623493, 0.6788219, 0.6384485, 0.3261816]",1
102,"[0.4381644, 0.5040633, 0.4029651, 0.5410449, 0.4026268, 0.4634187, 0.4352141, 0.5907879, 0.4400566, 0.4209406, 0.6234931, 0.678822, 0.6384486, 0.3261817]",1
103,"[0.4381645, 0.5040634, 0.4029652, 0.541045, 0.4026269, 0.4634188, 0.4352142, 0.590788, 0.4400567, 0.4209407, 0.6234932, 0.6788221, 0.6384487, 0.3261818]",1
104,"[0.4381646, 0.5040635, 0.4029653, 0.5410451, 0.402627, 0.4634189, 0.4352143, 0.5907881, 0.4400568, 0.4209408, 0.6234933, 0.6788222, 0.6384488, 0.3261819]",1
105,"[0.4381647, 0.5040636, 0.4029654, 0.5410452, 0.4026271, 0.463419, 0.4352144, 0.5907882, 0.4400569, 0.4209409, 0.6234934, 0.6788223, 0.6384489, 0.326182]",1
106,"[0.4381648, 0.5040637, 0.4029655, 0.5410453, 0.4026272, 0.4634191, 0.4352145, 0.5907883, 0.440057, 0.420941, 0.6234935, 0.6788224, 0.638449, 0.3261821]",1
107,"[0.4381649, 0.5040638, 0.4029656, 0.5410454, 0.4026273, 0.4634192, 0.4352146, 0.5907884, 0.4400571, 0.4209411, 0.6234936, 0.6788225, 0.6384491, 0.3261822]",1
108,"[0.438165, 0.5040639, 0.4029657, 0.5410455, 0.4026274, 0.4634193, 0.4352147, 0.5907885, 0.4400572, 0.4209412, 0.6234937, 0.6788226, 0.6384492, 0.3261823]",1
109,"[0.4381651, 0.504064, 0.4029658, 0.5410456, 0.4026275, 0.4634194, 0.4352148, 0.5907886, 0.4400573, 0.4209413, 0.6234938, 0.6788227, 0.6384493, 0.3261824]",1
110,"[0.4739063, 0.5116545, 0.4233597, 0.5604938, 0.4247984, 0.4607889, 0.4658436, 0.6207067, 0.4729543, 0.4075606, 0.7165904, 0.7478282, 0.7219178, 0.2764945]",1
111,"[0.4739064, 0.5116546, 0.4233598, 0.5604939, 0.4247985, 0.460789, 0.4658437, 0.6207068, 0.4729544, 0.4075607, 0.7165905, 0.7478283, 0.7219179, 0.2764946]",1
112,"[0.4739065, 0.5116547, 0.4233599, 0.560494, 0.4247986, 0.4607891, 0.4658438, 0.6207069, 0.4729545, 0.4075608, 0.7165906, 0.7478284, 0.721918, 0.2764947]",1
113,"[0.4739066, 0.5116548, 0.42336, 0.5604941, 0.4247987, 0.4607892, 0.4658439, 0.620707, 0.4729546, 0.4075609, 0.7165907, 0.7478285, 0.7219181, 0.2764948]",1
114,"[0.4739067, 0.5116549, 0.4233601, 0.5604942, 0.4247988, 0.4607893, 0.465844, 0.6207071, 0.4729547, 0.407561, 0.7165908, 0.7478286, 0.7219182, 0.2764949]",1
115,"[0.4739068, 0.511655, 0.4233602, 0.5604943, 0.4247989, 0.4607894, 0.4658441, 0.6207072, 0.4729548, 0.4075611, 0.7165909, 0.7478287, 0.7219183, 0.276495]",1
116,"[0.4739069, 0.5116551, 0.4233603, 0.5604944, 0.424799, 0.4607895, 0.4658442, 0.6207073, 0.4729549, 0.4075612, 0.716591, 0.7478288, 0.7219184, 0.2764951]",1
117,"[0.473907, 0.5116552, 0.4233604, 0.5604945, 0.4247991, 0.4607896, 0.4658443, 0.6207074, 0.472955, 0.4075613, 0.7165911, 0.7478289, 0.7219185, 0.2764952]",1
118,"[0.4739071, 0.5116553, 0.4233605, 0.5604946, 0.4247992, 0.4607897, 0.4658444, 0.6207075, 0.4729551, 0.4075614, 0.7165912, 0.747829, 0.7219186, 0.2764953]",1
119,"[0.4739072, 0.5116554, 0.4233606, 0.5604947, 0.4247993, 0.4607898, 0.4658445, 0.6207076, 0.4729552, 0.4075615, 0.7165913, 0.7478291, 0.7219187, 0.2764954]",1
120,"[0.4739073, 0.5116555, 0.4233607, 0.5604948, 0.4247994, 0.4607899, 0.4658446, 0.6207077, 0.4729553, 0.4075616, 0.7165914, 0.7478292, 0.7219188, 0.2764955]",1
121,"[0.4662205, 0.5248128, 0.4162879, 0.575509, 0.4154006, 0.47471, 0.4567377, 0.631067, 0.4630935, 0.4178397, 0.7055638, 0.755692, 0.7058334, 0.2921394]",1
122,"[0.4662206, 0.5248129, 0.416288, 0.5755091, 0.4154007, 0.4747101, 0.4567378, 0.6310671, 0.4630936, 0.4178398, 0.7055639, 0.7556921, 0.7058335, 0.2921395]",1
123,"[0.4662207, 0.524813, 0.4162881, 0.5755092, 0.4154008, 0.4747102, 0.4567379, 0.6310672, 0.4630937, 0.4178399, 0.705564, 0.7556922, 0.7058336, 0.2921396]",1
124,"[0.4662208, 0.5248131, 0.4162882, 0.5755093, 0.4154009, 0.4747103, 0.456738, 0.6310673, 0.4630938, 0.41784, 0.7055641, 0.7556923, 0.7058337, 0.2921397]",1
125,"[0.4662209, 0.5248132, 0.4162883, 0.5755094, 0.415401, 0.4747104, 0.4567381, 0.6310674, 0.4630939, 0.4178401, 0.7055642, 0.7556924, 0.7058338, 0.2921398]",1
126,"[0.466221, 0.5248133, 0.4162884, 0.5755095, 0.4154011, 0.4747105, 0.4567382, 0.6310675, 0.463094, 0.4178402, 0.7055643, 0.7556925, 0.7058339, 0.2921399]",1
127,"[0.4662211, 0.5248134, 0.4162885, 0.5755096, 0.4154012, 0.4747106, 0.4567383, 0.6310676, 0.4630941, 0.4178403, 0.7055644, 0.7556926, 0.705834, 0.29214]",1
128,"[0.4662212, 0.5248135, 0.4162886, 0.5755097, 0.4154013, 0.4747107, 0.4567384, 0.6310677, 0.4630942, 0.4178404, 0.7055645, 0.7556927, 0.7058341, 0.2921401]",1
129,"[0.4662213, 0.5248136, 0.4162887, 0.5755098, 0.4154014, 0.4747108, 0.4567385, 0.6310678, 0.4630943, 0.4178405, 0.7055646, 0.7556928, 0.7058342, 0.2921402]",1
130,"[0.4662214, 0.5248137, 0.4162888, 0.5755099, 0.4154015, 0.4747109, 0.4567386, 0.6310679, 0.4630944, 0.4178406, 0.7055647, 0.7556929, 0.7058343, 0.2921403]",1
131,"[0.4662215, 0.5248138, 0.4162889, 0.57551, 0.4154016, 0.474711, 0.4567387, 0.631068, 0.4630945, 0.4178407, 0.7055648, 0.755693, 0.7058344, 0.2921404]",1
132,"[0.4471515, 0.5101969, 0.4089431, 0.5487227, 0.4098372, 0.4718371, 0.4383734, 0.5957072, 0.4395203, 0.4274598, 0.6236936, 0.6803506, 0.6359853, 0.3300903]",1
133,"[0.4471516, 0.510197, 0.4089432, 0.5487228, 0.4098373, 0.4718372, 0.4383735, 0.5957073, 0.4395204, 0.4274599, 0.6236937, 0.6803507, 0.6359854, 0.3300904]",1
134,"[0.4471517, 0.5101971, 0.4089433, 0.5487229, 0.4098374, 0.4718373, 0.4383736, 0.5957074, 0.4395205, 0.42746, 0.6236938, 0.6803508, 0.6359855, 0.3300905]",1
135,"[0.4471518, 0.5101972, 0.4089434, 0.548723, 0.4098375, 0.4718374, 0.4383737, 0.5957075, 0.4395206, 0.4274601, 0.6236939, 0.6803509, 0.6359856, 0.3300906]",1
